distance
71
5803
4142
1374
2575
28712
812
2864
7982
8079
5508
3904
18725
4533
12139
3502
11212
3524
18162
1572
20538
3830
8829
408
21107
12644
4318
14224
8889
375
19236
3925
217
6615
1593
10237
100
13389
8925
5114
2964
2620
4630
2875
2441
8625
13003
11927
6477
941
1172
12536
22443
4109
1781
10245
22592
14941
489
1163
7492
4817
4490
14410
3189
616
11719
5153
5809
1341
9356
3061
1030
18159
13750
7801
5831
2354
2971
4721
11723
2735
6820
460
9389
17144
3577
972
3402
10860
3175
13090
3080
1695
3869
4013
756
7146
9562
1293
748
8898
648
15817
0
5832
20655
6513
1444
3313
7727
8070
5439
6309
15552
5221
5930
3101
23515
2555
2866
16836
22850
12063
19722
10133
19104
10588
39213
4825
5870
9820
7351
2605
1774
7598
1017
2641
5555
24916
16209
11776
6204
3400
3858
25518
2621
8344
1025
20082
9743
276
1878
2481
17894
3783
15510
2979
794
10385
26162
8847
143
20428
1256
8474
2798
1681
2528
4579
7091
572
10
2213
3770
483
202
9654
5358
2641
17691
10117
8036
3456
13442
13082
12665
8375
1970
5686
12309
794
7922
6392
813
8431
13795
16665
507
1153
4366
13888
24535
6238
354
8301
5650
803
7209
2084
11838
738
13395
11171
25808
12237
447
8666
9535
19360
6633
4803
10138
15139
1230
8198
1907
27950
10973
1216
7392
5518
504
9659
236
13925
20680
3678
8383
3819
4339
70524
1070
1901
6060
6794
13202
9882
33985
945
11863
7078
3076
18714
8072
7515
22782
8931
1144
9453
537
14067
4398
29855
12927
7879
17896
5982
2091
23274
21734
2234
891
5931
5084
2221
8239
1814
18286
18294
12289
33036
5971
14969
8355
3678
4825
19485
4668
1457
8827
18580
12709
7162
8275
11996
5092
8731
16256
3112
24988
822
8506
4356
7160
17199
21844
7527
356
2538
5708
15753
1929
0
5956
4193
4739
9061
2852
23101
7815
20788
12118
2808
24218
10386
807
32
3400
3728
15251
12758
4781
7168
4655
13337
21820
2363
6714
9647
19316
30625
983
6558
1172
14379
8748
794
10598
1683
11782
25966
710
11938
24691
4091
1043
6307
7226
2479
854
12211
3558
2035
26144
300
6238
3849
27870
6371
12581
309
9241
6268
40028
10390
11173
7966
14557
9662
1230
369
11458
1531
17187
11519
22484
65
4552
2567
2797
12484
2325
22335
4507
34963
8957
1636
63809
390
3509
3329
8703
10644
8492
140
13240
24664
21402
5167
7581
1109
6592
37501
4855
29
10928
2782
7746
15753
10289
17581
16859
5671
13883
2518
3272
19523
1373
13018
22575
82
11241
7991
11925
9539
18792
5563
7720
8004
6294
2225
1797
2004
9590
1362
37691
16366
7304
3064
1790
3237
21229
3879
6374
3423
22888
20465
30233
978
1794
25087
20548
630
4164
6749
426
1076
108
1427
2254
4812
2870
1848
8913
23754
6582
10930
7893
44
15505
1912
3900
9425
10093
1072
3470
21473
15402
4513
2371
17306
4062
5831
5961
2677
10284
12299
5263
1308
15379
13576
2643
3377
2793
3879
5540
2079
17341
27
4766
9887
4235
4576
7239
8483
16889
568
10919
7345
19431
174
1248
373
17029
7427
1074
4187
6697
1333
11549
7065
2697
2374
8357
8707
10103
12868
4390
7085
3836
5150
3972
3071
7970
8467
21877
3509
1570
11832
26066
3629
1506
18908
9470
3756
925
2438
4688
13568
7958
7539
2751
9308
3191
20916
17142
995
3787
603
4979
695
1568
17721
2293
4325
1087
5497
7219
3239
11598
7067
12675
13764
9372
320
3041
5491
26536
1093
10311
2093
10282
351
111
2545
794
12260
2155
387
15647
3358
10130
10965
4347
4965
2368
12422
281
26
6799
9879
5150
32169
3487
15358
8433
17844
824
8126
29800
326
674
53865
2821
20251
