experts_levels,avg_error,max_error,io_read_time,fit_time,pred_time,search_time
[100],91519.2661,805139,89.64222693443298,2623.445105791092,0.5773941993713378,33.03199062347412
[1000],12687.32972,288327,96.56086468696594,2662.400406360626,0.6068428516387939,26.491760301589967
"[10, 10]",669509.60164,7101199,98.2252550125122,2804.6318130493164,0.6129112243652344,38.99727473258972
"[10, 100]",83329.7014,1150073,98.24571704864502,2779.5131492614746,0.6150997161865235,32.94639229774475
"[10, 1000]",12241.83556,211534,96.70252394676208,2853.176938056946,1.9181459426879883,26.298406744003294
"[100, 100]",77286.56088,1602979,97.7613525390625,2791.469452381134,0.6197401523590088,32.87021856307983
"[100, 1000]",10896.88922,204944,96.81992292404175,2891.352038383484,0.6686916828155518,25.940665340423585
"[1000, 1000]",9137.48254,155507,97.36299085617065,2916.8128650188446,0.7125762939453125,25.769431495666502
"[1000, 10000]",1601.0429,115103,96.86065220832825,3022.495516061783,2.9219380378723145,19.586970233917235
