distance
718640
489382
1497624
184628
471913
729147
303896
1190637
1010265
230082
769521
349027
438001
823368
235889
92536
350508
967924
225506
39113
621257
141325
126570
650320
873275
255069
1396396
29092
1609765
37089
34568
414206
173491
250589
87655
264366
233794
2097861
727150
432220
90547
378248
206501
182781
14546
67257
1011641
2251381
1426527
667318
1523419
67413
1045650
466676
523698
458514
44644
268738
16124
520386
324006
843225
690409
552102
481311
1174902
579087
18659
729709
3096167
678773
667268
394043
162634
393843
1184793
774351
433662
544060
1317552
1863284
322006
372810
1760180
1078163
453167
698330
1466801
1439435
425094
82715
1095068
169865
2397247
305505
1836964
15087
1851423
419994
353276
915261
54133
875894
69218
1069241
924317
267991
351369
304116
22822
359673
18233
250603
171710
113546
1817870
611757
562173
23715
31474
339930
98133
603408
955670
593032
325831
169223
260763
272533
67872
271681
404065
3900
592465
241804
507834
290540
513399
249937
1167437
3321342
535056
78865
1247062
7517
32958
866720
1945181
431585
463727
2175508
1770506
833588
235508
516089
427248
306572
103475
268224
861928
351799
1238977
647958
22383
1446902
1512645
229161
336459
302700
312581
425363
303409
376504
494650
577595
898767
284453
1153624
910635
1405264
722354
1184920
854031
652535
860928
52510
454305
1637944
298942
306995
3174170
253709
662313
2787727
439115
865662
845719
975652
151486
549536
126342
3211651
263640
129815
1631820
380013
813592
75416
497225
2414844
1134861
681215
1666810
206993
233015
335553
66920
3207538
23696
394428
231355
320982
119
512945
578496
520048
788347
105606
19277
554014
329510
743303
400495
3216987
161308
9131
692842
484472
2085042
1148805
40644
2029692
102626
147525
706060
896778
883841
77640
166486
717305
799287
259660
154962
300550
732248
105113
1983852
321475
187019
1843604
758223
496963
1009729
2340167
198286
912410
1225108
447161
1374881
1858682
115311
76252
451007
1028952
489120
143433
833489
371125
862780
519141
1957163
38715
605966
459788
460579
555320
510670
120817
1708755
914568
950390
177941
129382
974785
713311
480140
25504
3325960
130073
762880
446780
68748
377619
766449
194619
313410
391561
68789
1256185
793259
497610
864453
132489
1094024
322889
3192086
323746
543077
1246563
1418455
791372
537263
146454
745281
281977
209297
678829
320073
853624
157483
118418
192805
1817931
830371
405618
377276
3465
877490
2062632
201701
752339
1263037
6563
676398
207367
119241
144079
1424640
143820
317639
471152
1829713
340222
560517
1129348
3359905
394056
2790003
3202863
2431503
1827240
969670
727708
749496
280333
844976
152432
575852
558612
701976
751607
445343
380980
204152
508766
1441527
191511
657368
583691
1536361
778709
81484
703009
337491
1677096
209602
3128368
286107
884310
1038452
48087
3173928
804265
559656
1910229
645952
105289
1336530
75501
587946
135618
702210
16015
259818
352773
1466194
270770
638487
91105
56205
953282
454261
35250
96512
391094
688788
70263
762192
121306
734967
348437
54248
732344
620920
102051
2812088
447540
542781
2433935
467589
455485
2333040
321685
1090069
929482
168109
96002
676335
1275665
222957
271012
2409803
904701
693777
202508
227295
347394
323150
482648
206500
184181
787813
1224573
140993
1789717
534122
467434
435753
998244
214401
283087
2269006
424345
545661
2023724
395386
505232
132141
263589
179708
355481
845691
51053
266452
1189131
62020
1690531
435347
383831
977628
661423
1196718
335836
200490
981307
625929
1249985
708282
798973
607525
860426
1071677
195814
2022135
478720
468431
28469
531363
1425079
169388
789603
527456
567547
117368
348588
2156815
414680
562209
1925913
2314221
3221821
3104594
836522
1652719
325926
872274
490349
752744
361953
1187161
305128
513748
426294
1424130
1700405
47791
1319207
442158
78466
31340
226447
269507
384531
220606
443337
136536
93887
668464
1318346
879086
2028384
501957
992418
2474023
483930
955791
135453
5595
456439
1454820
710481
509297
770660
31924
662310
1787548
355665
724663
1768183
464967
111160
372486
793425
245907
196424
22568
7776
356364
402749
505030
623670
286487
586746
517727
23080
164962
146556
130001
1087627
8403
263862
25994
624267
20762
347476
635729
521524
381015
504516
198377
598813
367690
867794
338107
137898
732366
202401
766120
404382
326889
1067013
317428
410170
10145
151884
40054
422464
376521
1769468
626144
797443
43888
740777
163642
747014
1407404
45695
661756
317844
917438
984730
6334
340804
2279924
646260
1472373
447215
364136
279839
267411
465478
489008
153063
316054
1165509
1143060
770925
399154
310478
1847937
1012402
386486
1079360
807320
757356
594353
229736
353192
751826
382457
544768
624308
522326
229942
283914
542139
132946
534194
621141
3144895
83423
1399886
3475635
58743
554734
1037576
412215
321987
3295795
1199877
414212
406892
639035
1310219
250013
123377
383462
105623
718360
1440630
860410
154757
344092
136591
2533454
422191
321114
361326
357472
812547
190844
40617
861430
424674
1432435
254688
14859
476306
64898
275140
304902
299293
2106048
256950
572047
29890
743414
590998
473517
303996
352041
169860
714405
821693
876254
742657
1154670
777794
236115
830377
431226
558892
194096
134816
58170
128965
1337122
627198
191600
1115691
645945
926969
1159199
358657
964400
270523
416342
612784
290313
682426
1120329
297729
185175
332942
63716
2321336
745908
1278024
366856
3003170
497477
1046796
428713
553223
280872
633280
103341
822197
577953
1904307
797864
887847
2418382
36709
459152
649739
350559
102210
652235
2015364
454058
231585
257748
131926
210962
762479
109103
1028288
103953
847533
741370
326821
386953
663045
40196
1132209
372297
1418463
2544907
80004
535357
2327578
773445
53325
516477
2128928
1151216
703592
585489
331660
203372
154392
85657
997188
431597
1433911
857870
747972
295631
728923
1027873
732430
30630
349567
660669
385320
671650
247548
1030020
456246
488298
673583
96100
275542
332797
24910
355259
333496
457734
649616
170969
254119
44386
1802378
2620204
287390
1313448
841974
930699
3202889
107615
1798284
354021
718724
249779
238542
113512
650768
31708
175110
364084
2070797
92197
2641512
1560249
193732
274392
153715
414295
94879
323052
348242
1091376
235010
469939
110484
816554
379475
322032
750408
1062500
249511
752330
59127
2037871
695369
434928
455613
591960
2452150
409219
539899
14605
570613
513394
40920
333314
362805
489332
393144
201554
441134
509726
99144
269091
29657
2135729
1426710
864284
28319
333780
601416
759541
258455
665414
631367
1047485
3020827
41000
898474
834062
699520
338268
1593235
193715
61177
185870
1058723
327460
346025
766356
206128
230773
280893
825887
506656
302061
742687
341943
921169
6565610
712847
668704
69237
314406
266324
1824267
485048
1170010
2029975
2327632
3546165
194474
494773
603490
126356
601462
227000
1787989
553808
62792
313634
104432
253591
85994
1304753
853680
246390
464730
4521
591273
252911
1933127
108654
132558
879641
178993
1957297
858252
453035
124204
88556
1065053
1382462
699371
376431
358462
659997
49339
703341
737381
1292075
399441
223796
667611
261982
713289
930343
233397
134880
378711
193792
1320123
534114
82299
521458
310460
1009027
1123640
246314
3450851
717908
3432978
736539
1477245
746601
186962
319955
3626837
649300
1195087
983519
408465
45001
68790
247010
247138
959387
2062444
312916
873299
156143
695715
211042
52206
586213
1280085
427938
113320
255721
647207
79299
208679
328689
164188
1459072
851315
1493514
159245
745121
387687
782528
1606756
1051374
345257
10954
501146
1335831
258051
786531
1931438
737507
1707983
74883
112151
1837459
1454347
448951
331959
438104
489508
423709
434140
6211
155534
150619
778080
897964
215376
254015
546790
97364
363412
242079
49340
30056
235880
1146741
776272
180386
928870
728317
817297
1407362
473444
33095
518096
239251
1059984
84317
832686
19679
1100686
1041760
76549
385527
980590
465177
547149
27491
899251
990639
207443
116114
589115
374243
775844
134840
437732
365743
2522650
2561095
565720
16197
2868927
787302
828060
296775
252880
81275
20056
403160
2223658
28404
1425471
1161155
595760
813350
1400301
613857
994923
523811
110064
1062439
117233
986718
810185
559082
257209
44445
296252
719000
747130
657172
1790593
416068
1247014
932660
265616
337984
367895
1419553
124013
2477454
15378
224395
24178
438892
194315
504670
610059
361174
573661
562052
736807
642290
186846
783972
30325
139386
230312
364421
515771
76538
778992
267482
758240
293115
394497
439648
28706
293464
190179
191136
79692
575615
2062673
658471
648866
460226
644799
1468851
285001
410829
139098
265868
155805
474736
1828282
543787
986966
2119809
335391
1185512
1209807
182120
997004
40391
129952
588617
414391
2351976
286373
258088
230344
1931473
1609812
1105034
222179
148651
729585
251799
263924
754557
58226
287805
755115
1037263
262183
918314
427491
1114112
736573
33305
614213
20769
554640
584431
481084
790982
546331
473185
43650
254004
272111
669812
1339188
702135
1010066
54125
2049860
314643
1306420
272752
370307
393526
1645634
156213
227415
722098
1058390
450066
40039
33572
962900
761135
926595
1861096
686725
60150
201491
25908
947587
630103
260725
271364
400348
474621
798583
129438
202346
295874
124374
4449
45570
392256
29908
358392
75828
816574
926976
368165
126133
2030062
193830
948281
43097
398797
3095694
267499
966737
34872
3357930
308291
683631
448064
472582
396282
363466
1090930
215614
581427
34024
2199048
1927947
2357869
26582
113024
522045
241848
10494
520527
1467673
715575
777899
86136
505869
241212
723756
551667
742742
196587
155661
506520
64616
1010701
1895275
4932
1161848
111164
371944
579131
171833
143580
491117
10334
1095429
59886
1827245
255314
26606
104290
942501
612073
128380
442227
87571
306023
207339
589809
919269
375006
539649
246912
451447
802188
354624
640681
115505
368945
221637
1669531
52488
2694559
985153
453088
3226631
162080
354359
1756530
43976
1436240
417261
462522
1285268
331641
1052666
484258
2218044
925729
130211
3831
980705
326456
117427
1787684
292264
420979
328682
574449
281845
522894
1454375
541858
1234937
697920
586489
3627149
210156
548425
766866
143963
277438
345255
106520
1881988
3000135
112182
1754568
1196015
50550
14848
96705
2054086
654760
282848
246616
182035
195837
2383843
607629
163449
916063
562111
53615
415879
83904
816138
346720
975539
1539364
378772
1454223
16982
978473
469215
439206
508887
206442
5858551
90864
19104
520017
674893
555170
1039172
342584
60065
524028
1437394
185516
219055
307675
1016442
1518300
891625
1687682
58303
806707
130365
351892
380318
185567
568517
2012572
127093
71567
606857
32574
722739
1149627
7920
2209823
52715
119341
25398
349808
715864
235500
654442
674730
1796693
884095
152056
903104
476090
298800
484663
460817
1498684
588247
274501
784684
436700
268469
536046
396888
53724
218311
2692563
333298
427770
543310
558510
379685
346607
542813
1157089
316265
117168
709618
732710
361940
337338
1268071
397623
2789045
212683
317031
478148
156682
259915
22979
1084879
3202816
3144228
1173449
437324
275835
673265
626106
44222
198682
467126
323747
1250580
384667
1046340
611175
868690
207737
278345
48102
1320024
138013
1054690
993261
95541
437110
835015
736217
951540
804382
190965
125485
1180896
196908
428768
1040046
164489
200804
538839
2130424
2768006
155559
102847
2010136
341425
894545
160265
741862
250882
333729
834020
1410136
36077
510862
85443
267215
514486
28482
489225
721156
397245
542034
19830
1055757
648922
3457019
116892
575995
1353904
680174
2267163
889582
1486956
560189
90871
403619
1645177
50645
64064
748765
469995
337433
1009761
390637
887608
491891
322827
813938
303111
867900
933919
59967
838647
301647
390382
355017
988690
430944
2419571
227596
222753
425922
94300
113350
467241
621005
11858
116961
527229
1919489
141982
2933917
60490
423999
2269782
739354
816599
220041
379818
453166
638905
515230
166204
142523
491605
795709
619255
3894894
57781
2042646
352802
61886
2276166
1000300
1506894
30093
48232
895110
201351
974975
107799
63524
654346
168255
728456
138774
19047
133331
772836
772123
752547
16608
71827
1060209
2035242
389916
307304
645342
3181123
181806
1795465
2150490
303406
478029
656253
645190
909871
1868426
264946
457266
947499
993157
513561
1473233
636833
165069
362441
311639
1424985
3171824
421129
301827
1798547
498375
392011
295932
367474
256810
559422
216320
400388
306036
535305
691006
322740
143272
2199048
964376
2003932
1848810
396968
2335549
855439
986249
210501
46279
1060346
301796
73310
928385
77653
45033
1890
2690648
547825
357069
329950
1152239
324607
285880
903381
862508
338637
3392054
2103212
829748
581518
328931
317850
582201
3510455
552989
538241
482586
141844
522373
234814
223725
352145
1474812
2522454
562550
1231067
739808
492994
66848
719748
1487973
292823
422233
269380
818118
608213
272055
870185
2316585
591896
952808
307410
1206370
726303
270955
554461
659610
774228
54689
519031
256962
784435
1182968
48105
731551
953215
527098
3818475
283875
369010
757856
96247
1662744
10194
920256
70359
1016816
415673
679015
141031
435678
803220
372117
423754
161061
765643
66590
28430
433142
55687
490069
526135
1114984
212277
85701
275627
1014867
516915
616873
584650
50897
20137
513822
1218117
183474
370572
142073
249986
423553
887338
316889
106213
389054
1149240
2346670
217328
94994
570816
166414
271647
552671
651089
487755
263861
403085
313839
1224267
688859
332412
1609
737532
390858
441348
197237
972643
332206
863960
357025
731420
395526
419368
359068
1805849
198853
127464
5673
1748045
18161
235991
176476
160707
348905
211511
282212
369308
416876
853684
247461
250435
351074
1246797
969200
358234
37197
399219
1018237
53006
478093
996244
88705
157992
476111
133473
3034039
486924
146609
1071006
399807
57578
351062
235096
2558424
2041953
525456
909438
1980
238819
300939
272407
451315
969439
514394
1017748
1979942
472959
793019
268335
529535
311900
216889
166432
1832483
554245
427792
1662392
424507
149538
310642
2036303
822307
162347
584172
330335
3226552
913595
433155
589329
115344
1052945
1818870
388957
722191
68249
32738
695926
825885
608396
43197
418585
47105
266823
458939
285643
239572
824344
1056341
562365
53911
389340
758335
489073
154028
95842
650483
490608
3205386
899325
337938
222976
67226
438819
827790
762113
1786210
336159
518265
380128
2693766
180512
115687
182086
422325
759502
1011881
513313
779986
803282
351989
652314
795311
416098
17621
514602
3671402
300245
290413
224332
1436558
584094
2922654
980807
1662836
1844251
352992
357742
108833
345999
728109
53249
495257
1078704
32840
454043
740148
1138429
89720
767793
279667
358125
922629
895908
941456
401017
47537
371851
460628
406885
2091820
695519
663739
34228
1641360
498007
1156819
2019738
78220
755859
276646
417698
443629
242758
329570
1701843
1044411
264556
115154
160225
698222
314593
128385
244882
677987
397940
19483
643576
522447
418750
1233757
11912
726023
502997
562698
3449437
797147
651543
300726
1872992
62764
620350
334488
1237264
398016
443133
371955
1816313
791608
2227914
28259
339634
1882824
